winery,latitude,longitude
Finca Wölffer,40.945028,-72.27747
Aquas,39.027155,-77.0769744
Marengo,42.2486332,-88.6084269
La Ciarliana,43.1148727,11.8179419
La Togata,42.995952,11.462603
Lula,41.927684,-87.706794
Marshall Davis,30.3257556,-81.654618
Redbank,40.3470543,-74.0643065
Rocky Point,31.3268218,-113.5311843
Villa I Cipressi,43.0471812,11.4904762
California's Jewel,38.038223,-122.745346
Hermes,29.7426819,-95.4530359
Buzzard Tree,33.5967815,-83.8601827
Ferrari Iris & Figli,40.7716919,-73.9084715
Martí Fabra,42.3713278,2.98173
As Laxas,42.115769,-8.3109958
Château Cabezac,43.2966529,2.8699942
Château de la Grave,45.0554333,-0.5590773
Pheasant Valley Winery,45.657367,-121.5517149
Tenute Rubino,40.6300471,17.9572381
Château de Corbiac,44.8776967,0.5212308
Château Rives-Blanques,43.1155509,2.2252893
Clos des Terrasses,45.5407763,-73.622352
Fogdog,37.4700767,-122.4221386
Alvaro Castro,34.1421705,-117.9787795
Oakford,40.1025463,-89.9631693
Chais de Méribel,45.396839,6.566576
Buttonwood Grove,42.7326916,-76.7706247
Domaine la Colombette,43.3860912,3.2184854
Hancock & Hancock,37.09024,-95.712891
M. & J-F Bertrand,37.09024,-95.712891
Villebois,45.3086764,-122.7980336
Ey,36.1551708,-95.9906587
Col Vetoraz Spumanti,45.9019627,12.0321322
Eno,41.891086,-87.6238676
Don Manuel Villafañe,-33.0384722,-68.6934167
Quinta de Lemos,40.5748316,-7.9823851
Joh. Jos. Christoffel,49.9783199,7.0058293
Lucie,34.035585,-118.2408758
Vicentin,-29.117591,-59.6573456
Seguin-Manuel,47.0253245,4.8456074
Paxton,40.4603125,-88.0953201
Piero Busso,44.733042,8.103417
Lazy Creek,33.9956344,-81.2215735
Saucelito Canyon,35.219542,-120.601319
The Walls,46.068416,-118.35605
Maloney,40.7577092,-73.9747795
Mercouri Estate,37.676812,21.309759
Mongioia,44.619633,6.949559
Intrinsic,32.9135875,-96.63698
I Carpini,44.873495,9.032564
Domaine le Renard,44.1813915,4.8879575
Bodegas y Viñedos Tábula,41.63871,-4.341912
Desert Wind,31.6484198,-106.2271678
Antier,47.8219048,-69.536319
La Cheteau,49.1143535,-122.6750577
Lazy River,40.123478,-82.494277
Oregon Trails,43.5220162,-116.0831253
Oxford Landing,38.654703,-76.085029
Armilla,37.1512306,-3.6167146
Uggiano,40.1092347,18.4572788
Vincent Sauvestre,46.9871173,4.7668328
Tenuta Chiccheri,45.5206471,11.1889655
The Magpie,43.1480501,-77.578234
Topel,41.8911631,-87.6246866
Abbazia Monte Oliveto,43.1757708,11.5447651
Coldstream Hills,-37.718762,145.463049
Forrest Estate,34.077737,-117.651641
Poderi del Paradiso,41.8849371,-87.651909
Quinta do Côtto,41.1707381,-7.8466575
Icario,43.110872,11.784521
Concadoro,39.8602474,-74.2062262
Mormoraia,43.5017856,11.0526538
Fattoria di Cinciano,43.5058093,11.1776895
Bodegas Rafael Cambra,38.781421,-0.782554
Château Faizeau,44.947058,-0.128491
Clos Larcis,43.5219678,-0.1496123
Mettler Family Vineyards,38.1026,-121.220021
Gassier,35.210986,-80.815564
Château le Temple,40.688027,-73.969501
Poggio Stenti,42.9473435,11.4448503
Catrala,-33.197164,-71.376017
Il Palazzone,43.0493546,11.4810633
Villa Pillo,43.5646485,10.9572366
Madroña,47.6139146,-122.2887424
Gunderloch,49.9147473,8.3438359
Heretat Montrubí,41.442386,1.608288
Sylvester,31.5307349,-83.8354542
Dutcher Crossing,38.710577,-122.9748161
Château Haut Selve,44.6595908,-0.4793319
Belasco de Baquedano,-33.1182775,-68.9167739
Bodega Privada,32.528176,-116.880773
Cicchitti,-32.91936,-68.736019
Cloudveil,40.3251522,-74.0619876
Creekside Cellars,39.6331944,-105.3180589
Domaine Billaud-Simon,47.8127128,3.8034415
Jip Jip Rocks,34.130863,-118.214039
Maverick,36.0739562,-95.8137299
Weingut Stiftung St. Nikolaus-Hospital,49.916,7.0712256
Diora,25.9877798,-80.1630725
Domaine Dozon,47.105682,0.2623001
Bernard Defaix,47.8181073,3.7731026
Hyatt,37.09024,-95.712891
Cantina Negrar,45.5204416,10.9388597
W. Gisselbrecht,48.3227903,7.4287229
Clovis Point,40.957171,-72.5721058
Fjord,40.7254041,-74.0047521
Solar de Cambres,41.1302689,-7.7963555
Bodegas Hispano Suizas,39.4650021,-1.1491898
Château de Jonquieres,43.6760228,3.4747951
Destello,31.724728,-106.323197
Carbó,29.6836999,-110.957509
Quinta Monteiro de Matos,39.3697699,-8.6132058
Venture Wines,40.925456,-73.965109
WYSIWYG,44.1629184,-94.0068219
Pratesi,32.7950147,-96.8045899
Domaine Jean Monnier et Fils,46.9819474,4.7680918
Elio Grasso,44.596174,7.982597
Dewitt,42.842256,-84.5691487
Domaine du Comte Liger-Belair,47.1608792,4.9547195
Xurus,37.9319773,-122.517112
François Bertheau,47.185868,4.953403
Roccolo Grassi,45.4767965,11.1298138
Ruggeri & C.,32.8944324,-96.8052394
Provence Wine Maker,44.0144936,6.2116438
Sedition,45.60053,-121.1789487
Halter Ranch,35.6393262,-120.8544957
Harken,41.50244,-71.287528
Andrew Peace,-35.0653497,143.3329153
Castello di Corbara,42.7055173,12.2272986
Greyrock,40.7155368,-105.2924846
Domaine Martin,45.764772,-74.105475
Lieubeau,47.1122526,-1.4354543
Cantina Progettidivini,45.913771,12.1568369
Gyéjacquot Frères,48.0770035,4.4100129
Kennedy Point,41.68763,-88.40665
Marco Zunino,34.0688167,-118.3839684
Twin Islands,36.5317833,-93.3161389
Van Duzer,44.9858025,-123.2786768
1+1=3,36.0792861,-95.8345295
Eight Bells,32.7820664,-96.7669036
Holdredge,38.605923,-122.86204
Valenciso,42.539801,-2.828636
Lichen Estate,39.0455224,-123.4076253
Strehn,47.593795,16.64398
Tenuta Sarno 1860,40.9100787,14.7658166
Domaine la Bastide Blanche,43.2225069,5.7537764
Château Laroque,37.8749361,-122.2938006
Château Le Boscq,45.273159,-0.78219
Château Saint-André Corbin,44.9319464,-0.1442908
Barra of Mendocino,39.2462537,-123.2074254
Château Gazin Rocquencourt,44.9313672,-0.1861242
H. & M. Hofer,37.09024,-95.712891
Hutter,40.4123406,-76.4967963
Julia's Dazzle,46.0701256,-118.4902834
Vignobles Raymond,44.6455,-0.1531598
Cascina del Monastero,44.633787,7.959465
Château Bardins,44.756676,-0.550335
Château de Lardiley,44.6366444,-0.2996727
Dehesa de los Canónigos,41.635251,-4.2159786
Diversion,40.8073454,-96.707785
G. Reedy,38.416676,-122.8393501
Archer,37.0327232,-95.62951
De Alberto,43.0234386,-87.9190805
Domaine de Millet,41.88322,-87.6562
Domaine Seailles,43.891708,0.30093
Castelo de Medina,40.7446126,-73.9828245
Château la Colombière,43.821408,1.42922
Domaine Uby,43.925229,-0.025076
Saint-Jean des Sources,43.404463,3.536527
In Situ,37.7855973,-122.4009471
Lleiroso,41.636142,-4.263898
Lobo Hills,47.7619857,-122.1498313
Marcel Couturier,46.2766,4.758003
Zinderella,38.1157892,-121.2431235
Château de Beauregard,47.5358026,1.3780444
Domaine Arnoux Père et Fils,47.0492057,4.8683194
Abadia Retuerta,41.6155604,-4.3990635
Rockburn,39.2151096,-76.7682576
Bodegas Vínícola Real,42.3538,-2.475543
Robalino,26.185716,-98.2266235
Rolland & Galarreta,39.0032031,-94.4653724
Battle Creek,42.3211522,-85.1797142
Solitary Cellars,36.8538756,-119.9506282
Thibault,45.390934,-71.962677
Twill,44.877143,-93.324182
Voerzio Martini,44.6462039,7.9291629
Domaine Tinel-Blondelet,47.2788052,2.9628421
Giribaldi,39.9191844,-75.3907881
Meyer Family Vineyards,49.337346,-119.548989
Tenuta Carretta,44.7315431,7.9883346
Amastuola,40.5793045,17.1706371
Castel di Salve,39.963039,18.360743
Cefalicchio,41.192436,16.039034
Château Carcanieux,45.3553711,-0.9847784
V Norte,35.3070929,-80.735164
Château les Grands Chênes,45.8512022,-72.0772659
Zisola,36.8713166,15.0472274
Hajszan Neumann,48.2538169,16.3586972
Jamie Slone Wines,34.4204681,-119.6989748
Newton Forrest Estate,54.8827622,-3.9460035
Cantine Benedetti,45.5400407,10.9476541
Marion,36.8348383,-81.5148368
Maycas del Limari,-33.4166068,-70.6053791
Noceto,38.5215766,-120.820511
Burnside Road,48.445005,-123.3753909
Aimé Roquesante,43.3972987,6.4156651
Château Hermitage Saint-Martin,43.252448,6.0911298
Domaine des Diables,43.49726,5.653885
Sarzotti,35.5541018,-120.6057077
Tohu,45.55835,-73.61612
Joyful Noise,36.2570939,-95.3099215
Solsticio,47.6485149,-122.343349
Spirit of the Andes,39.821694,-84.015889
Cas'Almare,37.935747,12.340737
Napa Creek,38.3023597,-122.298703
Kastania,36.8421612,22.4003569
Mas Sainte Berthe,43.739823,4.8056723
Monte Schiavo,43.5091637,13.1663968
Cantina Ma.Ri.Ca.,43.54651,13.16426
Casalfarneto,43.5162419,13.03441
Centanni Giacomo,43.0744286,13.7798356
Gravner,45.982689,13.606573
Forth,45.5162781,-122.674683
Gsellmann & Hans,40.7437839,-73.9893618
Château Belair,44.8882451,-0.1607374
Chateau Dauzac,40.7684892,-73.9589049
Château Sigalas Rabaud,44.552763,-0.341993
Feather,41.9242181,-87.6989609
Celler Dosterras,41.1298721,0.8084135
Franz Krämer,48.40449,8.00012
Cruzat,-33.0753586,-68.9221907
Sao Pedro,41.8821037,-87.6314976
De Forville,44.7266347,8.0804067
Conti Zecca,40.2895531,17.9901147
C&T;,37.09024,-95.712891
Water Wheel,47.6805915,-122.3763263
La Madonna,40.4044778,-74.2376175
Masút,39.2757536,-123.256736
Fattoi,43.008217,11.449326
Bellaria,44.1343597,12.4667204
Folkway,43.4663392,-80.5213552
Blason,34.1017987,-84.2186389
Château Beauregard,44.9227674,-0.2019233
Two Angels,39.6695794,-105.1137523
Château Hervé-Laroque,44.9573478,-0.279209
Château Lussan,44.154192,4.36696
Château Sainte-Marie,46.4399095,-71.0163039
Marchesini,40.8680728,-74.2943432
Member's Mark,40.8227482,-73.949844
Quinta do Conde,38.5655373,-9.0412396
Streicker,40.7680691,-73.9699116
Gayda,41.4927135,-87.3362732
Sannino,41.0434619,-72.4578065
Domaine des Verchères,45.7724373,-73.3516708
Domaine Saint-Nabor,48.4350605,7.4186963
Parmeson,38.650324,-122.9121407
Château Larteau,44.8936867,-0.2783249
Monterebro,38.4784281,-1.3238912
Château Penin,44.868674,-0.237445
Château de Crain,44.8361465,-0.3059582
B&E;,37.09024,-95.712891
Caldora Vini,42.34615,14.40161
Château Lavergne-Dulong,44.876486,-0.442305
August West,42.1077069,-70.7731629
Barbi,40.7462661,-73.9866008
Bodegas Zugober,42.493035,-2.576155
Villa Gianna,36.1457798,-115.1901643
Voss,35.4700993,-95.5230356
Château Fuissé,46.2846596,4.7411924
Finca Mayor,37.6322259,-0.8841151
Angerhof Tschida,47.7673884,16.8014218
Calavera Wines,38.1374039,-120.4595488
Domaine de la Denante,46.3026868,4.7556885
Château Pontac-Lynch,45.0396575,-0.6623231
Château Le Crock,45.2386294,-0.7718469
Château Malescot Saint-Exupery,45.0407151,-0.675878
Château Guiraud,44.533242,-0.332868
Château d'Arsac,44.9852497,-0.7028676
Château Fonbadet,45.18106,-0.7525522
Love & Squalor,36.6514342,-97.3421173
Badia di Morrona,43.5379237,10.6517966
Basagoiti,25.9188696,-100.2399884
Il Sassolo,43.8033871,11.0171632
De Tierra,36.5566571,-121.920859
Canonica a Cerreto,40.7170897,-74.3243953
Tringali Casanuova,43.1627906,10.5847263
Villa Le Prata,43.041333,11.469219
Domaine Moillard,47.1392677,4.9515257
Inkberry,42.9072846,-72.2127488
Le Gode,43.079299,11.477558
Agostina Pieri,42.9755101,11.4774299
Rio Perdido,10.5942149,-85.2015686
Maipe,19.3340306,-99.0716579
Martellotto,32.3436382,-95.2901685
Snowden,36.072992,-95.885199
Insurrection,40.3923768,-80.0874568
Machiavelli,45.4784605,-73.5696225
Milton Park,34.0498018,-84.2799003
Poggio Salvi,43.047046,11.437514
Malvirà,44.7939972,7.9751301
Quattro Leoni,43.7670672,11.2505002
Veo,37.7895188,-122.4055558
Monte Tondo,45.4103833,11.2579395
Tyee,47.573353,-122.1582994
Rinaldini,40.784924,-73.5888805
Zanasi,45.1271716,-93.4316369
Batán de Salas,42.004217,0.137701
Ladera,33.56379,-112.073486
Los Monteros,36.506067,-4.824556
LVVR,38.1533929,-121.1626892
Maggio,30.6958339,-91.4341021
Haras de Pirque,-33.7134203,-70.6164201
Gann,42.3960882,-71.2158951
Château Bourgneuf,44.9310126,-0.2124133
Château d'Armailhac,45.211484,-0.770405
Château Fonplégade,44.885033,-0.165974
Château Larcis Ducasse,44.881223,-0.1455772
Clos des Jacobins,44.9029981,-0.1720577
Château Les Carmes Haut-Brion,44.822374,-0.6100195
Bookwalter,46.253799,-119.2988637
Crauford,38.525759,-122.515798
Castello Monte Vibiano Vecchio,42.9637251,12.2472096
Jackson-Triggs,43.2437909,-79.0918962
Colin,31.6903033,-90.4008317
Fairview Cellars,49.168503,-119.596771
Amisfield,-44.987081,168.815574
Ayala,33.9945749,-117.7319638
Campinuovi,42.887599,11.437369
Hudson-Chatham,42.3107357,-73.6411646
La Selva,27.335845,-82.543588
Alcance,30.328724,-97.671348
Pagani de Marchi,43.288001,10.61787
Cloudburst,47.61157,-122.345288
Ken Brown,34.6149079,-120.1964029
Baiocchi Wines,38.3947042,-120.8031261
Valdelacierva,42.4238875,-2.5827884
Wonderment Wines,38.2583941,-122.3182055
Château des Loges,46.0619718,4.6044968
Famille Fabre,43.1774871,2.784925
Carte Blanche,42.717513,-78.829157
Château Potelle,38.497942,-122.4599056
Higueruela,38.9618433,-1.4422609
Va Piano Bruno's Blend II,46.003999,-118.371124
Oscar Bosio,44.7105322,8.1856272
Pescaja,44.8164047,8.0098956
Hidden Ridge,32.8808925,-96.9716158
La Casaccia,35.9708168,-78.8667609
Andrea Oberto,39.9673566,-74.9857671
Marco de Bartoli,37.734568,12.538935
Pagos del Moncayo,41.8294765,-1.6814902
Fife,56.2082078,-3.1495175
Seebrich,49.8723196,8.3360687
"Bodegas Toro Albala, SL",37.510917,-4.651207
Stone Wolf,36.2275217,-96.785345
Oberbergen,48.099457,7.655887
Fat Monk,40.799548,-73.962326
Fattoria di Petrognano,43.903296,10.629905
Piper Sonoma,40.7604692,-73.9788795
Vallformosa,41.3836284,1.6778082
Snow Farm,42.406658,-72.7614235
El Molinet,41.404875,2.1540937
Rocland Estate,-34.459933,138.984106
Monte Cicogna,45.52939,10.54098
Peri Bigogno,45.4662375,10.299929
Cantina Bergamasca,45.6750232,9.8048849
Barboursville Vineyards,38.159611,-78.277353
Château Gigognan,44.0131059,4.902789
La Mano,40.744878,-73.992188
Logos,36.0912234,-95.9267423
Wolfgang Puck,32.7757814,-96.809279
Pine & Post,37.09024,-95.712891
Château la Garde,44.7089854,-0.5395568
Cattleya,40.6268486,-103.2074707
Sonoma Vineyards,38.293227,-122.449288
Starry Night,38.4155237,-96.4836111
Yonna,42.2679247,-121.467499
Jindalee,-27.5373,152.9354
Altoona Hills,40.5186809,-78.3947359
Gantenbein,39.744408,-104.9607052
Snowy Peaks,39.0678758,-120.7416416
Domaine Montrose,41.8470999,-87.6751333
Erzetič,46.0195578,13.5306693
Fire and Oak,41.0545283,-74.0699601
Cascina Morassino,44.7273,8.085435
Katarzyna,42.0041306,-88.017454
Alterra,36.0130739,-95.8143666
Vignoble Charmet,45.8931877,4.6015861
Eye Candy,36.008152,-95.888243
Conquista,-19.9380535,-47.5442582
Lola,36.7521891,-95.9755236
Denario,42.0840212,-76.8015215
Cooper Station,40.7467305,-79.7695886
Inkling,41.935196,-87.643904
Finca 8,-33.72516,-69.074864
Four Paws & A Tail,38.9131076,-94.7489516
Maisonry,38.405558,-122.366888
Shenandoah,38.2927558,-78.6795836
Colores del Sol,33.452247,-111.820771
Reverie,37.686425,-97.310503
Valance,27.8473475,-82.7713923
Blair Fox,34.6656914,-120.1134817
Château Pibran,45.1770493,-0.7516086
Trio Vintners,46.0654248,-118.3385663
Alana Estate,-41.2128,175.453873
Artner,34.228806,-119.018712
Cantina Novelli,42.8656753,12.5985504
Château de Pourcieux,43.4692544,5.7871804
Michael Shaps,37.8981136,-78.5573852
Ostler,46.293336,-119.278103
Rock View,39.039628,-77.077042
Rocky Gully,-34.5094365,117.0091555
Quinta do Noval,41.1378082,-8.6120652
La Marcellina,34.0487817,-118.2414526
Viticcio,43.5958368,11.3085151
Château des Demoiselles,43.5108297,6.5683791
Marilyn,37.09024,-95.712891
McConnell Estates Winery,38.3698819,-121.3565431
Mayacamas,38.6694,-122.6333
Lancelot-Pienne,48.9862013,3.9914889
Louis de Sacy,49.1495262,4.1625385
Bortolin Angelo,45.9083699,12.0617565
Casa de la Ermita,26.904829,-101.415218
Domaine Rieflé-Landmann,47.978157,7.293295
Foss Marai,45.9083635,12.0622641
Glaetzer-Dixon,-42.8759512,147.3274461
J. M. Gobillard et Fils,49.0822536,3.9419564
Autréau de Champillon,49.0857476,3.9758665
Benoît Cocteaux,48.597046,3.5971776
Barinas,8.3136759,-70.050314
Bodegas Cristo de la Vega,39.2834044,-2.8032394
Catman,42.0299159,-71.2191324
Château des Arras,45.0213331,-0.4624241
Vincze Béla,40.107874,-74.9360164
La Boatina,45.935509,13.4795739
Domenico,37.498966,-122.24195
Attems,37.652539,-77.519371
Verget,46.3616532,4.6848965
Vinaceous,37.6675865,-77.571121
Enotria,39.578698,-76.384895
Red Thread Wines,38.599305,-122.46083
Inalto,33.425936,-105.673114
Rose & Thistle,37.040508,-95.645934
Sottomarino,40.8247318,-96.6157192
Tondré,36.5066295,-121.4443806
Culton,33.7476317,-116.9812434
Chapel Down,39.908917,-86.1085345
Falchini,40.4835247,-78.7338619
Il Colombaio di Santachiara,43.455559,11.033513
La Lastra,43.323523,11.304374
Podere la Marronaia,43.4865461,11.0265399
El Bully,28.6900065,-106.1263529
American Roots,43.6790421,-70.3684356
Domaine Meriwether,44.0491041,-123.3507573
Big Ass,38.0986459,-84.5214968
Château Bellevue la Forêt,43.8372067,1.3161741
White Truck,36.1016128,-95.9953618
Johann Donabaum,48.360333,15.3922884
Perusini,46.002364,13.446578
Blackstone,40.7581073,-73.9726262
Hearthstone,36.2838823,-94.2075476
Verge,36.0694552,-95.9592429
Eagle Castle,35.5760832,-120.7327498
Pacifico Sur,32.500289,-116.9361993
L'Enclos des Braves,43.8605803,1.747712
Les Vins Bréban,43.409437,6.0665159
Lundeen,45.08,-94.196205
Meiomi,38.4875235,-122.4493985
Paco & Lola,40.7466755,-74.048735
Château Barbeiranne,43.3159506,6.238428
Chateau Peyrassol,43.377806,6.263315
Clif Family,38.5003683,-122.4640168
Southold,41.0801973,-72.4731529
Cholame,35.7238556,-120.2965384
Château des Arnauds,44.957813,-0.211036
Alfred Gratien,49.0387673,3.9609921
Château de la Crée,46.9147949,4.6868397
Domaine de la Rouletière,47.437303,0.74819
Abbaye Sylva Plana,43.5246744,3.1882044
Heart O' The Mountain,37.0890241,-121.9838465
Mas Gabinèle,43.5367195,3.1840018
Monteabellón,41.6124862,-3.9665331
Marisa Cuomo,40.620489,14.548553
Piquentum,45.4075606,13.9651276
Silenus,38.363801,-122.339104
Alois,39.2667484,-84.5281594
Château Deffends,43.2882625,6.1628058
Pillsbury,39.1290964,-96.4400172
I Capitani,41.0247816,14.9252908
Kyra,41.236858,-80.753919
Gesellmann,47.598953,16.629134
Capaia,-33.7044751,18.5681452
Château la Reyne,44.4899145,1.1241721
Marchesi Gondi,28.6177027,-100.5709136
Château Canteloup,40.6908137,-73.9959575
Château Laffitte Laujac,45.363936,-0.937743
Cinder,47.6702498,-117.2820522
Frisk,29.5226339,-98.5066965
Weingut Ökonomierat Rebholz,49.2091692,8.0507121
Red Stitch,37.9788184,-87.5842466
Mas Carlot,32.7244094,-96.8231908
Morro View Winery,35.2003746,-120.5717541
Château Saincrit,45.0007571,-0.4556023
Lo Sparviere,45.6227002,10.1008577
Roots,37.1662262,-95.1091194
Digby Fine English,39.9246881,-74.9653342
Domaine André Collonge,46.173686,4.711873
Domaine de la Tour Blanche,48.1657716,7.2967562
Domaine Sipp-Mack,48.179593,7.307117
François Baur,48.0867057,7.2772931
Marilyn Merlot,38.437094,-122.401873
Malibu Rocky Oaks,34.1028881,-118.8086157
Paul Durdilly,45.9286393,4.5758248
Brooklyn Oenology,40.7174007,-73.9624142
Regio Cantina,40.9764877,15.8090911
Assuli,37.7871316,12.6360883
Jacques Picard,45.78716,-73.405548
Mollydooker,26.235268,-81.742242
Paco Garcia,42.394986,-2.32344
Arbor Brook,35.839778,-86.4851873
Argillae,42.797883,12.040415
Carpe Diem,35.2139546,-80.8267248
Highflyer,30.4190298,-91.1022085
LaZarre,32.4841081,-92.1168315
Livernano,43.445562,11.343125
Scacciadiavoli,42.8811024,12.5826435
Flinch,40.6583629,-73.6708209
Fritz Müller,34.9252478,-80.9733895
Rainer Sauer,49.86166,10.1736501
Sketchbook,42.032979,-87.679015
Château Bela,47.830616,18.5962051
Collalbrigo,45.8860634,12.2682754
Grove Street,40.7196062,-74.0426387
Hollywood Hill,34.1176605,-118.3520389
Montelvini,45.768247,12.096285
Domaines Astruc,43.0585414,2.181945
Perrier Jouët,37.6691403,-122.1007441
Tetra,35.5229765,-98.3029385
Weisinger's of Ashland,42.1673999,-122.6589563
Triacca,46.2112995,10.1457202
Wooldridge Creek,42.304706,-123.201756
Domaine Denis Gaudry,47.3208339,2.9127439
Chancellor Estates,49.8146879,-97.154949
Red Hill (NZ),-37.0716565,174.9770262
Lion Valley,43.45718,-79.7485596
Ashland Vineyards,42.1912765,-122.6659738
Tessari,45.3680165,11.3115749
Cima Collina,36.4777954,-121.7291107
Kaena,34.6653584,-120.1148273
Bruno Cormerais,47.08764,-1.398161
Launa,37.0674,-94.52185
Paterna,39.5037093,-0.4431618
Tenuta di Nozzole,43.628154,11.285533
Fluteau,48.030978,4.429021
Bortolin,26.1235452,-80.1410871
OZV,38.1365508,-121.2415325
Pangea,36.1335159,-95.9578181
Le Bonheur,35.1446521,-90.0318328
Ménage a Trois,46.363516,-72.512778
Pazo das Tapias,41.9479469,-7.4720114
Felix Callejo,41.7770353,-3.8325247
Brass Tacks,32.749101,-96.827547
Valpiculata,41.3891867,-5.5359811
Cascina Cà Rossa,44.800684,8.011143
Gritsch Mauritiushof,48.3656278,15.4144877
Brjnda,44.7733476,8.0321815
La Bastide Blanche,43.2225069,5.7537764
Vino,37.1396278,-93.3229711
Nicodemi,42.676692,13.904468
Exem,40.5955723,-74.4575912
Irvine Family Vineyards,42.1794437,-122.6330653
Château de Chambrun,44.9336041,-0.1734219
Quattro Mani,38.5841242,-90.4502316
Quinta da Pacheca,41.1556554,-7.7976721
Quinta do Pessegueiro,41.1925235,-7.5084884
Star Lane Vineyard,34.6433786,-120.2854332
Szoke Matyás,47.8175615,19.8640911
TeBri Vineyards,44.313722,-123.324039
Villa Schinosa,41.246321,16.413113
La Filice,34.0522342,-118.2436849
Michel Moritz,40.566509,-75.52343
Familia Cassone,-33.024186,-68.8526249
Raffy,41.5086185,-87.9161616
Las Vertientes,-33.2818437,-64.5784951
Casa L'Angel,32.510408,-116.981268
Château des Jean-Loron,46.217546,4.7365659
Dal Forno Romano,45.4946663,11.1736528
Accordini Igino,45.5075426,10.8962494
Ankh,33.525249,-84.423935
Zephaniah,39.0821022,-77.6221118
J Bell Cellars,46.436082,-120.322012
Andre et Mireille Tissot,46.9248523,5.7793959
Cinciano,43.5058093,11.1776895
Vista Hills,35.4440342,-94.3585196
Lazy Susan Ranch,35.7786329,-97.3563303
Rack & Riddle,36.7416222,-95.9495484
Sousa Lopes,39.4113237,-9.1333664
Ninth Island,-40.8341575,147.2702392
Pelassa,44.84768,7.96211
Château Berthenon,45.137007,-0.56573
Château La Roche Bazin,39.2835201,-84.2659997
Château Magdeleine Bouhou,45.133126,-0.6371411
Domaine Dugois,46.9491599,5.7903464
Siete Fincas,32.0261176,-116.632124
Steelhead Vineyards,38.2906369,-122.457214
Tenute Sella,45.575006,8.2046146
Ibarra,0.3471469,-78.1323648
Livio Voghera,44.9918026,9.0103937
Quinta do Covão,40.357448,-7.7817792
Domaine Jamet,40.7449262,-73.984681
Domaine Santa Duc,44.164084,4.987062
Thistledown,41.436245,-81.530929
Fattoria di Valiano,43.3730381,11.3350661
Vecchie Terre di Montefili,43.575967,11.276032
Monteraponi,43.467077,11.344475
Nauerth-Gnägy,49.0548717,7.9616692
Domaine Val d'Astier,43.2242004,6.5145716
Fanetti - Tenuta S. Agnese,43.1001203,11.8144638
Fattoria San Felo,42.737663,11.220972
Gracciano della Seta,43.132958,11.832062
Wine for Food,37.0532953,-95.7077643
Scott,37.09024,-95.712891
Sonnet Cellars,37.1097352,-121.9347651
Familia Mayol,-33.4034778,-69.177072
Grasso,40.8710388,-73.4568303
Taz,30.6064083,-96.3109046
Stuhlmuller Vineyards,38.6359831,-122.7996644
Symington Family Estates,40.689995,-99.08355
Ataíde Semedo,40.4409572,-8.4354306
Domaine de l'Aujardière,45.5282428,-73.5980018
Heidsieck & Co Monopole,37.6691403,-122.1007441
Cascina Castlet,44.774988,8.1723532
Château les Clauzots,44.5367108,-0.2195573
Château Montlau,44.839195,-0.204878
Domaine de Courteillac,44.7791147,-0.0581071
Col di Lamo,43.071766,11.546262
John Anthony,38.2975272,-122.2891041
Trivium,33.0255647,-96.8656855
Chateau Ste. Michelle & Dr. Loosen,47.7298044,-122.1493133
Coup de Foudre,38.8959997,-77.026644
Vindemio,44.0589496,5.1119176
Domaine Saint Antonin,43.6127663,5.6582785
Jean Edwards,38.2917024,-122.4570974
Cà del Vént,45.58488,10.19239
Castelveder,46.2680728,11.2199114
Naked Mountain,38.9280418,-77.9980803
Vidigal,-22.9939022,-43.2358343
North Gate,36.213223,-95.8713462
Virginia Mountain Vineyards,37.569266,-79.878245
Four Fields,27.9418871,-82.4616115
Glass House,36.7508433,-95.969746
Jones von Drehle,36.3795086,-80.9527771
Terrenal,28.6054693,-106.1188883
Tour 52,40.7074854,-73.9984612
Terry Hoage,35.6051868,-120.7168781
Boroli,44.6224149,7.9674617
Mania,43.055255,-89.4918257
Neirano,44.761145,8.413145
Delfosse,37.891552,-78.762639
Pier,37.09024,-95.712891
Cave Freudenreich,48.0429677,7.3070234
The Decision,33.4240412,-111.9387342
Comenge,30.4787705,-90.0984995
McPherson Wine Company,33.5802861,-101.8452426
Omero,45.357196,-123.069931
Serni Fulvio Luigi,43.1771757,10.6028195
La Fornace,43.046922,11.515023
Duchman Family,30.1025363,-98.0124422
Cavatappi,47.6661311,-122.3733633
Agnitio,44.2688522,-88.5054417
Le Cercle des Vignerons Saint-Louis,46.8095953,-71.210821
Picayune,30.5254692,-89.6795084
James Charles,35.6499181,-97.5144658
Arché,40.7630757,-73.9651602
Domaine de Guiot,43.6748417,4.347714
Domaine Jayer-Gilles,47.097925,4.87602
Mariana,37.7015456,-97.3157164
Mas Belles Eaux,43.4867737,3.3656359
Portal Del Alto,-33.7321116,-70.6859332
C. Beck,38.505066,-122.465766
Dominus,38.4050817,-122.3739738
Henriot,40.7386998,-73.9927914
Ardenvoir,47.7373499,-120.3689741
Goodfellow,31.4359135,-100.4010915
Benaddiction,36.8223197,-119.8451316
Château de Fieuzal,44.7134439,-0.6065207
Cougar Crest,46.7464377,-117.1534541
Markus Wine Co,38.138451,-121.2073643
Silver Horse,32.7395349,-97.277572
Meli,35.0431818,-97.9351541
Sartarelli,43.524277,13.0995503
T.P.O.,28.8284549,-96.1448818
La Staffa,56.4355675,-6.341756
Château Lacaussade Saint-Martin,45.1480059,-0.6493192
