,latitude,longitude
Château Tour Prignac,45.326137,-0.913007
Con Carne,36.7446555,-95.93320589999999
Château Cantinot,45.1344849,-0.5921784
Château Saint-Sulpice,40.7566229,-73.9665424
Homage,39.9784384,-83.0040485
Edmond August,35.6528323,-97.47809540000002
Fernández Gómez,44.0516563,-121.3144263
Maison Sichel,44.8572959,-0.5595439
Bocale,42.860284,12.674006
Château Vieux Robin,45.3723755,-0.8873823
Contucci,43.0923136,11.7814743
Tenuta Sette Cieli,43.2744645,10.5605031
Domaine Vincent Stoeffler,48.4067277,7.4515243
Aberrant Cellars,45.3378954,-123.133961
Namasté Vineyards,45.019472,-123.323608
Finnegan's Lake,44.8762561,-88.3221088
Rubicon Estate,38.45831889999999,-122.4232
Kaesler,-34.48582,138.991131
Quinta da Lixa,41.3271105,-8.150677
Quinta da Raza,39.9673566,-74.98576709999999
Ribbon Cliff,47.7123528,-120.2242457
Sola,35.8853193,-78.66014489999999
Sweetzer Cellars,34.642295,-120.437845
Vie di Romans,45.906569,13.4523297
Villa Yustina,42.0394805,24.5193766
Budureasca,45.038924,26.406136
Finca Patagonia,-41.8101472,-68.9062689
Martha Clara,40.9812525,-72.58939269999999
Red Tail Ridge,42.7234246,-76.9758532
Round Hill,39.1326051,-77.7686051
Château Cahuzac,43.467145,2.082764
Duchessa Lia,44.700531,8.217677
Pelvillain Frères,44.4745888,1.2427538
True Myth,35.227335,-120.59968
UDACA,40.632727,-7.905344
Virginia Dare,38.71544799999999,-122.923078
Montalvo Wilmot,39.0576215,-3.0225663
Marcolino Sebo,38.9298889,-7.578261299999999
Larner,34.665687,-120.114703
Monte Branco,45.8326223,6.8651749
Jean-Maurice Raffault,47.20447799999999,0.1466096
Château Gaudrelle,47.4061831,0.7381626
Couly-Dutheil,47.1676461,0.248896
Domaine des Berthiers,46.9875616,-70.548341
Viña La Rosa,34.0447954,-118.2652703
Vodopivec,45.741807,13.745637
Poggio Bonelli,43.34292,11.47075
Stephen Vincent,44.9499944,-93.3140785
Acre Twenty-one,47.75024000000001,-122.156988
Artimino,43.7836538,11.0368519
Goose Ridge,46.0672335,-118.3400742
Château des Antonins,44.538366,-0.084961
Château Haut Vieux Chêne,30.138464,-91.9943399
Château Grand Jean,44.7019136,-0.2832454
Esser,33.783093,-116.470796
Hudson Shah,41.2146403,-81.4437698
Putah Creek,38.7840842,-122.6616294
Sexual Chocolate,38.034738,-84.497496
Koehler,34.7310269,-120.1290745
La Val,45.6066487,-73.712409
Viña Aquitania,-33.49059200000001,-70.5498923
Yaffo,32.049357,34.758355
Domaine Vico,42.47166,9.207213
Two Horns,30.6938049,-85.3921505
Öko,37.9452822,-122.5226385
Adega Mayor,39.0498952,-7.0945165
Cuckoo's Nest,41.2857699,-72.4174919
Domaine Paquet et Fils,46.254981,4.780288
ZinPhomaniac,38.2604513,-122.6468945
Domaine Saumaize-Michelin,46.311303,4.7160004
Gaia Wines,36.3913453,25.4857922
Hibou,45.6359602,-75.9301784
McKinney,33.1972465,-96.6397822
Domaine Saint-Rémy,48.0584989,7.3058403
Legacy,37.0333654,-95.63661909999999
Neudorf,48.5704637,7.7655204
Kelby James Russell,42.5015803,-76.8667361
Luiano,43.6493342,11.2322141
Pennywise,29.7814404,-95.7492942
Staete Landt,-41.4787936,173.8436013
IL Gioiello,38.5339501,-120.730208
Ca' dei Mandorli,44.4415097,11.4454574
Dogliotti 1870,44.74516999999999,8.14682
Gancia,45.5514716,-73.5579733
Petaluma,38.232417,-122.6366524
Château Sérilhan,45.2586345,-0.8022226000000001
Clos l'Eglise,44.9343256,-0.2031586
Domaine du Pegau,44.0615476,4.8313408
Vignerons de Caractère,44.140487,4.986205
Château la Bienfaisance,44.89699220000001,-0.1217595
Château Lascombes,45.041003,-0.6828557
Château Paloumey,44.985355,-0.6321289999999999
Weingut Albert Gessinger,49.95609,7.00713
WillowBrook Cellars,38.291859,-122.4580356
Donato D'Angelo,40.933138,15.675879
Gérard Loriot,49.05364540000001,3.7647445
J. Bäumer,32.7495772,-117.164736
San Marcos Creek,35.713543,-120.6946559
Aurora Cellars,45.015056,-85.697492
Backhouse,33.6543916,-117.9970217
Greedy,33.9865055,-117.9026164
Jettlynn,35.754782,-120.679375
Lidio Carraro,-29.1819131,-51.5843564
Borgo San Daniele,45.9634146,13.4632688
Dilao,14.5854543,120.9938545
Quinta das Marias,40.4431029,-7.9679213
Seufert,45.221638,-123.076891
Teliani Valley,38.945234,-77.06361199999999
Vinkara,40.0951193,33.4546267
Colcanyon,34.069243,-118.780672
Dolin,36.1353443,-95.9661816
Domaine Netofa,32.801748,35.383501
Hilt & Blade,45.558927,-122.645108
Tenuta Buon Tempo,42.985217,11.52337
Teperberg,31.7602083,34.9660942
Peñalolen,-33.4719116,-70.5627854
Ahnfeldt,38.3029057,-122.2879409
Calcareous,35.6266248,-120.7521032
Les Vignerons de la Méditerranée,43.1743306,2.9893732
Coastview,32.81127,-117.200582
Château de Jurque,43.2495259,-0.4091291
Château Labastidié,40.3506884,-74.66276309999999
Domaine Berrod,46.18974,4.718496
Fall Line,39.6407833,-106.373555
Mirabelle,38.901675,-77.0368824
Nemeion Estate,37.82999849999999,22.6544802
Purple Star,37.7566342,-122.4190327
Jean-Michel Dupré,46.175795,4.541647
Martín Berdugo,41.6605046,-3.6719003
Wiegner,37.866001,15.049885
Jack Creek,35.0337354,-93.8462831
Tascante,37.8644943,15.0516422
Le Charmel,49.113612,3.549794
Masseria Altemura,40.48407419999999,17.7668149
Mussel Bay,-34.1747356,22.0834066
Perla del Garda,45.4075385,10.5587626
Rippon,38.6228507,-77.267314
Eradus,-41.6553903,174.0845242
Filippi,34.1213949,-117.5323013
Echo Bay,36.309146,-114.4274766
Prime Solum,38.3384752,-122.2626253
Quilt,36.75704959999999,-95.9336137
Bodegas Paso Robles,35.6278783,-120.6908023
Brokenwood,26.273899,-80.25033599999999
Hauck,37.09024,-95.712891
Fongaro,45.4888853,11.2961325
Viña El Cerno,-33.002401,-68.750081
Murphy's Law,30.6741242,-96.3729012
St Hallett,44.3378772,-93.9524569
Rooiberg,-24.7740261,27.7388034
Sea Mist,33.6758684,-78.900268
Angelo Cellars,38.452386,-122.29932
Carlson,37.09024,-95.712891
Château la Mascaronne,43.38488900000001,6.279998
Château Sainte-Béatrice,43.459533,6.3820484
Domaine Capmartin,43.610675,-0.102568
Domaine Dragon,43.55404559999999,6.434659
Château Philippe-le-Hardi,45.532715,-73.659358
Crossfork Creek,47.5577867,-122.1147923
Nathalie et Gilles Fèvre,47.8420294,3.809305499999999
Open Range,38.3392426,-85.4693875
Secondo Marco,45.53563500000001,10.884318
Domaine Amirault,47.2841151,0.1266019
Domaine Roger & Christophe Moreux,46.133222,-74.486577
Sera Fina,38.4558207,-120.9158369
Staatliche Weinbaudomäne Oppenheim,49.8442884,8.3525001
Tanner,39.0570492,-94.61220949999999
VGS Chateau Potelle,38.49794199999999,-122.4599056
Château de Lancyre,43.81626199999999,3.895918999999999
Domaine du Prince,44.437679,1.337788
Fontes & Phillips,43.1974407,-77.594044
Cantine Cipressi,41.8707208,14.691154
Ferraud et Fils,46.1122322,4.7312755
HKG,22.308047,113.9184808
Signaterra,38.3608081,-122.5427163
Sinclair Estate Vineyards,46.0683917,-118.3372267
Coto de Gomariz,42.381119,-8.111887
Diemersfontein,-33.6615636,19.0069902
Domaine de Billards,45.5814947,-73.5413513
Tres Valles,31.965591,-116.642437
Venturini Baldini,44.630917,10.5076933
Santero,29.959151,-95.570599
Cantina di Puianello,44.624301,10.5626278
Enza,44.3683894,10.1633247
Trinitas,40.65899539999999,-74.21444559999999
Unión de Productores del Valle (UPVG),39.4808376,-0.3409522
Tsillan Cellars,47.8348235,-120.0806173
Aurum,40.4852789,-106.8359407
Pellegrini,40.4124956,-104.7163857
Side Job,39.9105278,-75.2894919
Cru Vin Dogs,39.6892268,-104.9801846
Delbeck,42.8488925,-80.4875577
Fromm Winery,-41.5136575,173.8463692
Antonio Caggiano,28.5524605,-81.3736096
Charlier & Fils,40.027081,-105.252988
Fattoria Ambra,43.804082,11.058966
Karl Schaefer,36.6153077,-121.8456926
Dominio Basconcillos,40.7464638,-73.98426599999999
Patel,37.2245107,-95.71768399999999
Tenuta Le Calcinaie,40.7437362,-73.99133139999999
Villa Sparina,44.712507,8.82448
Loma Prieta,37.1107807,-121.8446759
Mony,40.7605367,-73.9788903
Pascal Jolivet,40.7983445,-73.9694662
Château Plaisance,29.9581146,-90.1141305
Castello dei Rampolla,43.540522,11.292797
Clos de la Tech,37.4584411,-122.2782391
Spottswoode,38.50001109999999,-122.4787297
Il Colle,37.31194,-89.540198
Langmeil,-34.5082542,138.9632366
Matthias Müller,40.89476550000001,-73.9425017
Scriani,45.5419506,10.8895568
Finca Torremilanos,41.6560383,-3.729668
Lorca,41.0561093,-73.5382865
Ackerman,33.9160082,-84.1857799
Boxwood,34.0897452,-118.3851734
Colinas do Douro,41.5120194,-5.4922548
Dehlinger,38.452531,-122.858377
Harper Voit,45.0587382,-123.1055118
Michaud,42.552275,-70.96195
Monte da Capela,38.0205358,-7.4770254
Pulchella,34.378089,-118.5276611
Müller-Grossmann,48.3856836,15.6143028
Sidebar,40.734666,-73.98876709999999
Foxes Island,-36.8591542,174.7468986
Liana Estates,38.230829,-122.348898
Dominio IV,45.296091,-123.122246
Croft,39.093832,-94.52430299999999
Masari,33.7476416,-117.8739008
Diamond Ridge Vineyards,38.9837324,-122.6151147
Riebeek Cellars,-33.3829531,18.9139849
Château Cadillac,44.6380332,-0.3204233
Durbanville Hills,-33.8249445,18.5660177
HammerSky,35.5982859,-120.8338209
Suncé Vineyard & Winery,38.4650831,-122.816981
Ressia,33.8224891,-117.5223098
Monfort-Bellevue,47.6101497,-122.2015159
Château Timberlay,44.9854334,-0.4449637
Château Tour de Guiet,45.1801935,-0.5953316
Beronia,42.5309853,-2.8205956
District,37.09024,-95.712891
Bossy Boots,42.1628578,-88.0509574
Diliberto,40.9579161,-72.58584379999999
Impostino,34.1670153,-118.6195019
Camp,37.0906966,-95.64095290000002
Fattoria Il Muro,43.4700193,11.920763
Hillersden,34.0648517,-118.3940087
Williamson Vineyard,43.5855979,-116.7931438
Poggio al Chiuso,43.5689157,11.1669511
Mi Sueño,41.796209,-71.41158899999999
San Rustico,45.5310311,10.9079386
Tenuta Sant'Antonio,38.2277575,-122.2640318
Clos de Gat,31.8096315,34.9582158
David Sterza,45.529294,10.8935938
Domaine des Béguineries,47.1712484,0.2079812
Mascota,34.0325705,-118.2113228
Il Grappolo,34.6132018,-120.077278
Waters,32.7557536,-97.33187269999999
Château Providence,42.19776359999999,-71.185233
Pecci Celestino,43.080803,11.5079909
Enoteca Five,37.6778747,-121.721693
Fogline Vineyards,38.497928,-122.766893
Gavilan,36.9732557,-121.5685598
Reynvaan Family Vineyards,46.0130594,-118.2284574
Cave des Producteurs de Jurançon,43.236845,-0.390189
August Kesseler,49.988934,7.866159
Mooney Family,29.6607358,-98.6297558
Domaine Barraud,46.3095098,4.716081099999999
Dominique Cornin,46.2534904,4.765452199999999
Jacques Simonin,46.309309,4.716491899999999
Lexington,38.0405837,-84.5037164
Schmelz,45.01128000000001,-93.050674
Pichler-Krutzler,48.3882487,15.5332007
Sordo,38.6593325,-90.5523813
Borgogno,44.6106079,7.9427122
Vadin-Plateau,49.0730741,3.931707499999999
Bodegas Eguren,42.864842,-2.654423
Villa Viña,32.743274,-116.935811
Reula,43.4885334,-111.9632939
Ku Dé Ta,42.3354647,-71.0379641
Broadbent,37.0720271,-88.1213853
Agly Brothers,42.7919049,2.7590172
Elevation Cellars,47.768762,-122.148387
Inglenook,38.45831889999999,-122.4232
David Moreau,46.355059,-72.57748699999999
Domaine Dublère,47.046011,4.8504746
Pierre Amadieu,44.1671405,4.9999175
La Battistina,44.4172899,7.5081422
Michele Taliano,44.8149877,7.9556585
Rodrigue Molyneaux,37.6543796,-121.7572099
Spiropoulos,35.468019,-97.51687000000001
Testa Vineyards,39.2369388,-123.20475
Kir-Yianni,40.6594397,22.0706534
Duval-Leroy,35.1269071,-89.94565539999999
Ferreira,45.5004415,-73.57403029999999
Hess,35.9610893,-95.65227019999999
Jezreel,42.694247,-73.813305
High Note,43.0385036,-87.92060260000001
Marlargo,26.6770665,-80.03698020000002
Koonowla,-34.05779160000001,138.7068085
La Corte,41.87919249999999,-87.6290775
Agricole Vallone,40.3541785,18.1739443
Ferrandes,36.7932279,12.0386454
Regusci,38.3978538,-122.313598
Baldacci,38.4190687,-122.3392523
Tousey,42.085529,-73.825777
Carivintas,34.5953857,-120.139397
Château Cru de Verdun,45.4594455,-73.5716751
Château Julian,30.0396849,-89.99068539999999
Château Saint-Michel,47.7298044,-122.1493133
Curveball,40.7437839,-73.9893618
Domaines Lapalu,45.356607,-0.8934559999999999
Middle Ridge,33.5637885,-83.87469019999999
Oak Summit,43.920616,-92.501921
Château Léoville Las Cases,45.1637895,-0.7402413999999999
Château Pétrus,40.7684892,-73.9589049
Marco Abella,41.19530590000001,0.8586403
Château Cheval Blanc,44.9194869,-0.1896455
Château Malartic-Lagravière,44.725154,-0.5990901
Biondi Santi,38.2258921,-122.263705
Ostatu,42.5669765,-2.6849595
Ancilla,41.338161,-86.445869
Castellari Bergaglio,44.715018,8.771982
Château Barbebelle,43.640059,5.356514
Château Romanin,43.762579,4.896072999999999
Château Sainte Roseline,43.47465640000001,6.513558799999999
Martinshof,49.234276,6.995184
Domaine des Aspras,43.4828582,6.089891199999999
Le Mistral,29.7603489,-95.62613290000002
Marcel Moineaux,49.0266656,4.013464799999999
Minimus,34.199774,-118.931932
Pacific Heights Wines,37.7867544,-122.4333052
Reasons,34.088748,-118.073893
Silver Totem,43.0890613,-77.6070903
Tollena,43.4904039,11.0300755
Battistini,41.5278853,-88.13806579999999
Beckon,37.5670712,-122.3237279
Franz Keller,32.908716,-97.24584999999999
Godelia,42.6054057,-6.746764
Hesvera,41.639438,-4.144805
Pazo Pondal,42.1167941,-8.332783
Altos del Marqués,20.6076165,-100.3682119
Kon Tiki,37.803189,-122.2686635
La Capra Presented by Fairview,37.7905905,-122.397535
Château de Seguin,45.372144,-73.366827
Château Nardou,44.953604,-0.024697
Banrock Station,-34.1978664,140.3305206
Ben Ish,36.036078,-94.234139
Ca' Del Grevino,34.863026,-120.3694429
Casanel,39.1190251,-77.62806139999999
Château Cailleteau Bergeron,45.1623937,-0.6118253
Greystone,37.7224966,-97.2251593
Barahonda,38.5863044,-1.0814569
Bodegas Virgen del Águila,41.28544429999999,-1.2158986
Domaine de Châteaumar,44.0901365,4.793941999999999
Domaine Fond Croze,44.2698171,4.9624055
Jacùss,46.119708,13.4065497
Muruve,26.0817163,-80.36388579999999
Revelry,45.5212746,-122.6614496
Bressan,45.502534,-73.55528
Garnet Vineyards,38.2193043,-122.2633759
Château de Bligny,48.17452129999999,4.613519399999999
Quinta do Arrobe,39.4019845,-8.613296
Château l'Escadre,45.12436599999999,-0.615283
Château Pillebois,44.84857359999999,-0.074304
Château Tertre de Belves,44.777423,1.005432
Chesebro,34.1656963,-118.7383146
Keenan,40.330734,-75.131833
Légende,46.8169058,-71.2100442
Loredan Gasparini,45.7817632,12.1035141
Lobo,40.6865651,-73.9940793
Bodegas Bilbainas,42.5838792,-2.8512666
Pontecilla,38.9629276,-77.08629599999999
Rainier Ridge,47.0880255,-122.2899024
Sierra de Viento,33.9368481,-117.4919298
Jaxon Keys,39.013379,-123.128162
Bridgman,41.9430986,-86.5569659
Château Rauzan-Gassies,45.03669070000001,-0.6749303
Château Fourcas Dupré,45.0872255,-0.7969197
Château Calon Ségur,45.266782,-0.7776259999999999
Château Pichon Longueville Comtesse de Lalande,40.7684892,-73.9589049
Château Lagrange,45.1494936,-0.7731253
Saint K,36.1337159,-95.966082
Sea Smoke,34.6638335,-120.4657994
Villa Russiz,45.949137,13.512244
Michel Vattan,47.359949,2.795967
Domaine Jean Sipp,48.195386,7.315414000000001
Benvenuti,40.6528938,-74.32981529999999
Huia,-36.9984274,174.5664113
Kozlović,45.443348,13.709297
Clos Berenguer del Molar,41.1457525,0.7156308
Awatere River,-41.7026627,173.9939632
Casebianche,40.3252576,15.0174718
Château de la Galinière,40.6908137,-73.99595750000002
Cooper's Hawk,39.042571,-94.5917243
Ferrum,36.9229159,-80.01337120000001
Coffee Pot Cellars,41.0199969,-72.479649
Les Quatre Tours,43.5908421,5.479838399999999
Alfredo Roca,30.508707,-115.9108935
Ideology,38.3638014,-122.3391244
Kriselle,42.4971979,-122.8684039
Domaine Jean-Luc Mader,48.1796892,7.3110947
Domaine Loew,48.6018918,7.4431699
Schulz,35.97714300000001,-83.92613999999999
Jovino,40.7192645,-73.9977002
Shadow Springs,36.0993822,-80.8545505
Robert Karcher et Fils,48.0785454,7.3623188
Tenuta di Aglaea,37.86449,15.065197
V&R;,37.09024,-95.712891
War Horse,41.41905819999999,-75.60098359999999
Zilaro Cellars,32.6821002,-117.1771107
Serenity,37.3399999,-95.2882168
Finca Hispana,40.46366700000001,-3.74922
Viña Somoza,42.3974296,-7.094348000000001
Château la Haye,45.241912,-0.787314
Château Saransot-Dupré,45.0750885,-0.7918567
Château Taffard de Blaignan,45.3167128,-0.8606208
Nicolas-Jay,45.3365048,-123.0510514
Taylor Fladgate,41.13395209999999,-8.6142869
Penner-Ash,45.3325567,-123.0955764
Greg Norman California Estates,38.2191699,-122.2691992
Paua Rock,-42.504816,173.5102983
Piko,32.7812324,-117.0954729
Bourassa Vineyards,38.227817,-122.2539269
Domaine Alfred,35.2003746,-120.5717541
San Quirico,43.0581804,11.6060636
Tamás Estates,37.6642436,-121.7251949
I Fabbri,43.55659319999999,11.3610546
Domaine de Suremain,46.8349117,4.7195633
Domaines Dominique Piron,46.146197,4.68119
Dominio de Atauta,41.5281591,-3.2069582
G & L Lurton,37.41819100000001,-95.68183429999999
Tosalet,38.7532659,0.2030606
Château des Rontets,46.274888,4.743406999999999
Cigliuti,44.71764,8.129858
Domaine Ferret,46.2807,4.741652
Mattebella,41.0485403,-72.44531599999999
Bodega Toneles,-32.89652,-68.817358
Bruliam,38.5301905,-122.8003159
Tenuta San Francesco,40.7117906,14.633887
Château les Valentines,43.1505096,6.2274614
Château Montaud,43.232289,6.190029
Decibel,40.7292837,-73.98779019999999
Montesole,6.1572155,-75.577332
Château Petit Village,44.92422,-0.20065
Château Victoria,48.42204599999999,-123.364431
Château Braude Fellonneau,44.99309119999999,-0.6279969
Château Brillette,45.061573,-0.7569931999999999
Château la Garricq,34.0522342,-118.2436849
Zichichi Family Vineyard,38.6959623,-122.9646076
Saints Hills,42.9769685,17.3027346
Verdes Castros,37.3941637,-122.0794885
Spanish Vines,47.6225807,-122.2972871
Domaines Paul Mas,42.62751859999999,-73.81160059999999
Winery Čitluk,43.223454,17.677368
La Vuelta,34.2591298,-118.4328262
Villa Mora,37.0880677,-8.118806
Pagos de Quintana,32.5693338,-116.652455
City Winery of New York,40.726232,-74.0060077
Le Bord'eau du Clos des Moiselles,44.837789,-0.57918
WildStock,45.2937129,-123.1767797
Heretat Mastinell,41.352788,1.683937
Viña el Principal,-33.731985,-70.537761
Germano Ettore,44.6216905,7.995693299999999
Patricia Green Cellars,45.3460224,-123.0914729
Hors Categorie,45.521239,-73.59673099999999
C. da Silva,41.126841,-8.619837
Jasper,37.3400533,-94.3029439
Pacific Coast,62.4113634,-149.0729714
Fattoria la Castellina,43.468945,11.286052
Bodegas Fariña,41.528524,-5.378674999999999
Château Dame Jane,48.871531,2.3807934
Minassian-Young,35.6249314,-120.7650117
Sinfonía,38.075173,-87.56174899999999
Château du Vallier,48.307754,-112.2497602
Duarte Georgetown,38.931165,-120.8954772
Bodegas Ateca,41.3245875,-1.7841575
Agustí Torelló,40.7437839,-73.9893618
Reata,32.754901,-97.3326258
Dalliance,39.8004947,-89.6511333
Fattoria Uccelliera,43.5552391,10.536098
Girasole,40.45121,-79.9346137
Prada A Tope,40.4157994,-3.7002831
Viña Los Valles,29.3759734,-98.5337386
My Essential,43.717567,-79.311791
Patrocinio,-18.9379901,-46.9942484
Sensi,37.762381,-122.465892
Tenuta San Jacopo,43.5161905,11.5077924
Ghost Hill,45.2823915,-123.1126445
Moorooduc,-38.247,145.105
Pehu-Simonet,49.1575182,4.143504399999999
Hyde de Villaine,38.3257249,-122.2830894
Domaine Dupré,40.9693133,-72.1611102
João Teodosio Matos Barbosa,39.3583049,-8.9634073
Vilarnau,41.4448575,1.8035073
River's Edge,38.5875647,-90.312682
Luc Mérat,49.296881,3.942363
Alan de Val,42.402338,-7.089754
Ramirez de la Piscina,42.570626,-2.7599363
Tenute Cisa Asinari dei Marchesi di Gresy,44.71366390000001,8.0810515
Morey-Blanc,46.9777274,4.767536499999999
Acquiesce,38.1885127,-121.1802689
Cloak & Dagger,43.6435857,-79.3985489
Cottonwood Canyon,38.9640519,-94.7938353
Edoardo Miroglio,42.403804,26.1559279
A.A. Badenhorst Family Wines,-33.5410756,18.8186375
Bartho Eksteen,-34.3992534,19.2179103
Johan Joubert,-33.947004,18.850375
Jordan Stellenbosch,-33.942956,18.744216
Rijk's,38.870259,-106.987237
DeMorgenzon,-33.9396119,18.7511314
Kaapzicht,-33.9131611,18.7360136
Saronsberg,-33.2462597,19.1169341
Teddy Hall,40.811485,-73.9931265
Boschkloof,-33.9605139,18.7701846
Cederberg,43.3456121,-83.74095559999999
De Grendel,-33.851365,18.571616
Rust en Vrede,-33.9985885,18.8566984
Edgebaston,-33.8924545,18.8512989
Estate Crush,38.137561,-121.272293
Maison L'Envoyé,45.2791983,-123.009516
Bischöfliche Weingüter Trier,49.75154,6.63998
Fraccaroli,41.178626,-73.39791579999999
Helfrich,37.987136,-87.604112
Zantho,47.770368,17.030156
Piazzano,43.2436672,12.0414271
Sivi,39.78982999999999,-94.797308
Soto de Torres,42.585878,-2.7824847
Casale della Ioria,41.77919199999999,13.105021
Chapuy,48.9569883,4.0387602
Clément Klur,48.1068437,7.2802556
Finca de Arantei,42.068983,-8.545008
Les Clos de Paulilles,42.5058131,3.1219743
Querceto,43.29524139999999,10.7282674
Valchiarò,46.1192232,13.3911381
Kahn,32.7509316,-96.8595587
Domaine Champeau,47.30938339999999,2.9611936
Canterbury House,47.2819247,-122.2215196
Pierpaolo Pecorari,45.930202,13.525715
Edgewood,43.060689,-89.423378
Baroncini,41.6597893,-91.53151129999999
Hartford,41.7658043,-72.6733723
Sebastopol,38.4021359,-122.8238806
Ledson,38.441556,-122.586264
Lambert Bridge,38.6469572,-122.9276248
Drusian,45.87310770000001,12.0120828
Green Path,40.8166604,-96.65073489999999
Hemar,34.1553736,-118.4798119
Varaschin,45.937938,12.2470215
Vettori,40.745053,-79.8166099
Mionetto,41.0323239,-73.7720253
TimberRock,40.41531700000001,-104.9110068
Stanley Lambert,41.5211438,-90.57630549999999
Christian Lazo,35.707729,-120.737833
Bodegas Julián Chivite,42.6192479,-2.0075511
Vigne Matte,45.9444955,12.1689677
Achaia Clauss,38.196911,21.769676
Cornerstone,37.0042772,-95.9298067
Orestiadi,37.802036,12.881577
Vieux Château des Combes,44.9166436,-0.1489525
Château la Lauzette,43.28000000000001,2.1211487
Château la Roque de By,37.8749361,-122.2938006
Hay Maker,30.2848235,-97.71758559999999
Red Cap,35.4784442,-97.58874689999999
Honor Winery,34.0662494,-118.3988772
Juslyn Vineyards,38.5112716,-122.4965166
Casata Monfort,46.13810000000001,11.11311
Château Vitallis,46.2802643,4.7457005
Dutschke,29.8843433,-97.94194139999999
Pierre Vessigaud,46.2897689,4.7421782
Ellman Family,38.3565396,-122.2863729
Weingut Am Stein,49.8053213,9.9282437
Le Petit Panier,46.4570826,-81.00563729999999
Abbeyville,40.0325502,-76.3339128
Neal Family,38.5747156,-122.4630778
Plan B,36.1545877,-96.00056359999999
Domaine de la Grange,46.2898048,-72.6351414
Rios de Tinta,39.11836460000001,-77.2017743
Rocca di Montegrossi,43.4048585,11.4168394
Elio Altare,44.6398657,7.948766699999999
Wolf Family,36.369767,-95.999839
Giacosa Fratelli,44.7214164,8.1162071
Anomaly,40.7231062,-73.99828169999999
Cellers Melis,41.2129544,0.8105201
Weingut Christ,48.278121,16.407046
Le Pianelle,45.595556,8.253126
Fulcrum,38.8429036,-77.43926069999999
Garber & Goltz,36.4369786,-97.58560530000001
Lea,40.6394247,-73.96795589999999
Peace Water,39.7772982,-86.144964
Aigner,40.7102117,-73.84987579999999
Gotham,36.1625056,-95.99884229999999
Laguna de la Nava,42.0701169,-4.754921800000001
Anterra,32.913976,-96.773898
Bel Lago,38.6714545,-90.4401007
Byington,37.16968380000001,-122.0547005
Castel Firmian,46.2182339,11.111225
Isidoro Polencic,45.9775518,13.4964024
Sant Rafel,38.9621464,1.3986539
Manifesto!,39.0894866,-94.58399469999999
Quattrocchi,44.9015919,-76.02731519999999
Black Cordon,38.347513,-122.358854
Site,35.6813983,-105.9497264
Bodegas Carchelo,38.453454,-1.219224
Château l'Afrique,43.233083,6.089849000000001
Clos Solène,35.5866121,-120.7682258
Finca Valpiedra,37.6675865,-77.57112099999999
J. Rochioli,38.5335045,-122.8672302
Kimmel,40.72993659999999,-73.9978275
Umberto Cesari,44.3957671,11.5498858
Terre de la Custodia,42.890961,12.5712201
Alma Negra,43.6804007,-79.29016879999999
Château Mirambeau Papin,45.3751366,-0.5658265
VIgnobles Ducourt,44.7041067,-0.2475036
Reginato,41.9898309,-73.98919049999999
Zagarrón,39.4911429,-2.8857286
La Battagliola,44.5458205,11.0632504
Blanco Nieva,37.8709723,-122.2931673
Don Leta,42.9863906,-83.6644927
Schäfer,44.8933865,-93.2816663
Signaterra Benziger,38.3608081,-122.5427163
Domaine Jean Petitot et Fils,47.083388,4.9151113
Domaine Perraud,46.3542521,4.7655371
Chateau Chantal,44.9195025,-85.5020069
Robert Klingenfus,48.548709,7.492589000000001
Shenandoah Vineyards,38.8460983,-78.5585536
Viña Maipu,-33.508012,-70.760916
Arregi,41.7886079,-87.5987133
Bluenose,41.779158,-87.857806
Campos de Luz,32.664921,-115.4885656
Avide,45.6696816,-73.85856849999999
Bonpas,43.890195,4.914156
Cesca Vicent,41.1930663,0.7749602000000001
Clavo Cellars,35.5500337,-120.7044061
Et Fille,45.30014,-122.9718513
G&M; Machmer,37.41819100000001,-95.68183429999999
Perticaia,42.881605,12.6107413
Domaine Sainte Léocadie,43.329499,2.79757
Château la Rayre,44.77516600000001,0.5071909
I'M,43.0965968,-89.50087010000001
Nuthatch Cellars,44.583129,-123.354058
Oakville East,38.45779900000001,-122.363299
Quintarelli,45.519197,10.946513
Domaine Drouhin-Laroze,47.2252118,4.970325
Prinz von Hessen,49.99530859999999,7.9814577
Rio Alto,34.0840164,-117.3796737
Caves Dom Teodosio,39.3427324,-8.9378069
David Hill,45.54759300000001,-123.157251
Casale Daviddi,43.13623010000001,11.8499405
Davis Estates,38.5693695,-122.5158425
Michael Fröhlich,51.2525639,6.9518029
Nittardi,43.514945,11.266608
Pargua,-41.7924428,-73.4648739
29 & Oak Wines,37.663044,-97.38080599999999
Board Track Racer,47.732142,-122.1421609
Sueño,38.2043376,-85.6650124
Allimant-Laugner,38.299478,-122.285282
Angels & Cowboys,37.0351624,-95.61788609999999
Château Lamothe de Haux,44.7338193,-0.3780356
Lo Domeni,44.48700669999999,1.3588433
Paringa,-34.176155,140.7845141
Pumphouse,37.689519,-97.327894
Sibling Rivalry,40.719663,-73.997675
Sequin,40.7545598,-73.98979659999999
Château K,32.7362473,-97.6361427
Playtime,38.8265848,-90.8454319
Stella Bella,41.9309197,-74.0148396
Josef Ehmoser,48.4379059,15.9990993
Machherndl,40.0154516,-105.2219492
Ray's Station Vineyards,38.9782899,-123.0480873
Azienda Agricola Cogno,44.594701,7.9381747
